claim_id,doc_id,claim,gold_sentence_indices,ranked_sentence_indices,gold_sentence_count,first_gold_rank,reciprocal_rank,hit@1,coverage@1,hit@2,coverage@2,hit@3,coverage@3
130,27768226,Articles published in open access format are more likely to be cited than traditional journals.,"[2, 10, 11, 40]","[7, 12, 2]",4,3,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.25
133,16280642,"Assembly of invadopodia is triggered by focal generation of phosphatidylinositol-3,4-biphosphate and the activation of the nonreceptor tyrosine kinase Src.","[3, 4]","[4, 0, 3]",2,1,1.0,1.0,0.5,1.0,0.5,1.0,1.0
137,26016929,Asymptomatic visual impairment screening in elderly populations does not lead to improved vision.,"[7, 9]","[3, 6, 10]",2,8,0.125,0.0,0.0,0.0,0.0,0.0,0.0
141,14437255,Auditory entrainment is strengthened when people see congruent visual and auditory information.,"[0, 1, 6, 8, 9, 13]","[8, 11, 1]",6,1,1.0,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0,0.3333333333333333
142,10582939,Autologous transplantation of mesenchymal stem cells causes a higher rate of opportunistic infections than induction therapy with anti-interleukin-2 receptor antibodies.,[12],"[0, 12, 1]",1,2,0.5,0.0,0.0,1.0,1.0,1.0,1.0
143,10582939,Autologous transplantation of mesenchymal stem cells causes fewer opportunistic infections than induction therapy with anti-interleukin-2 receptor antibodies.,[12],"[0, 12, 1]",1,2,0.5,0.0,0.0,1.0,1.0,1.0,1.0
146,10582939,Autologous transplantation of mesenchymal stem cells has lower rates of rejection than induction therapy with anti-interleukin-2 receptor antibodies.,"[8, 12]","[0, 1, 12]",2,3,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5
148,1084345,Autophagy declines in aged organisms.,[1],"[1, 4, 2]",1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
163,18872233,Bariatric surgery has a positive impact on mental health.,"[9, 12]","[2, 10, 1]",2,4,0.25,0.0,0.0,0.0,0.0,0.0,0.0
171,12670680,Basophils counteract disease development in patients with systemic lupus erythematosus (SLE).,"[1, 2, 4]","[0, 3, 4]",3,3,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333
179,16322674,Birth-weight is positively associated with breast cancer.,"[5, 6, 11]","[5, 7, 11]",3,1,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666
179,27123743,Birth-weight is positively associated with breast cancer.,"[3, 4]","[0, 1, 3]",2,3,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5
179,23557241,Birth-weight is positively associated with breast cancer.,[6],"[8, 9, 2]",1,5,0.2,0.0,0.0,0.0,0.0,0.0,0.0
179,17450673,Birth-weight is positively associated with breast cancer.,"[5, 9]","[5, 8, 3]",2,1,1.0,1.0,0.5,1.0,0.5,1.0,0.5
180,16966326,Blocking the interaction between TDP-43 and respiratory complex I proteins ND3 and ND6 leads to increased TDP-43-induced neuronal loss.,[5],"[5, 4, 6]",1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
183,12827098,Bone marrow cells contribute to adult macrophage compartments.,[3],"[3, 2, 4]",1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
185,18340282,Breast cancer development is determined exclusively by genetic factors.,"[2, 6]","[0, 6, 1]",2,2,0.5,0.0,0.0,1.0,0.5,1.0,0.5
208,13519661,CHEK2 is not associated with breast cancer.,[7],"[7, 1, 6]",1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
212,22038539,CR is associated with higher methylation age.,"[1, 3, 4, 7, 8]","[3, 1, 8]",5,1,1.0,1.0,0.2,1.0,0.4,1.0,0.6
216,21366394,CX3CR1 on the Th2 cells impairs T cell survival,[4],"[4, 3, 5]",1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
217,21366394,CX3CR1 on the Th2 cells promotes T cell survival,[4],"[4, 3, 5]",1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
218,21366394,CX3CR1 on the Th2 cells promotes airway inflammation.,"[2, 3, 5]","[5, 3, 4]",3,1,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,0.6666666666666666
219,21366394,CX3CR1 on the Th2 cells suppresses airway inflammation.,"[2, 3]","[5, 3, 4]",2,2,0.5,0.0,0.0,1.0,0.5,1.0,0.5
230,3067015,Carriers of the alcohol aldehyde dehydrogenase deficiency mutation drink less that non-carries.,[4],"[2, 4, 3]",1,2,0.5,0.0,0.0,1.0,1.0,1.0,1.0
233,4388470,Cell autonomous sex determination in somatic cells does not occur in Galliformes.,"[3, 6, 7]","[7, 0, 3]",3,1,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666
236,4388470,Cell autonomous sex determination in somatic cells occurs in Passeriformes.,"[3, 6, 7]","[7, 0, 3]",3,1,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666
239,14079881,Cellular aging closely links to an older appearance.,"[10, 11]","[3, 8, 10]",2,3,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5
248,1568684,Chenodeosycholic acid treatment increases whole-body energy expenditure.,"[1, 3, 4]","[4, 1, 2]",3,1,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,0.6666666666666666
249,1568684,Chenodeosycholic acid treatment reduces whole-body energy expenditure.,"[1, 3, 4]","[4, 1, 2]",3,1,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,0.6666666666666666
261,1122279,"Chronic aerobic exercise alters endothelial function, improving vasodilating mechanisms mediated by NO.","[5, 10]","[7, 1, 10]",2,3,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5
261,10697096,"Chronic aerobic exercise alters endothelial function, improving vasodilating mechanisms mediated by NO.",[12],"[4, 1, 0]",1,4,0.25,0.0,0.0,0.0,0.0,0.0,0.0
274,11614737,Combination nicotine replacement therapies with varenicline or bupropion lead to significantly higher long-term abstinence rates at 52 weeks than varenicline monotherapy.,"[10, 13]","[4, 1, 12]",2,4,0.25,0.0,0.0,0.0,0.0,0.0,0.0
275,4961038,Combining phosphatidylinositide 3-kinase and MEK 1/2 inhibitors is effective at treating KRAS mutant tumors.,"[7, 8]","[7, 8, 6]",2,1,1.0,1.0,0.5,1.0,1.0,1.0,1.0
275,14241418,Combining phosphatidylinositide 3-kinase and MEK 1/2 inhibitors is effective at treating KRAS mutant tumors.,[10],"[0, 9, 10]",1,3,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,1.0
279,14376683,Commelina yellow mottle virus' (ComYMV) genome consists of 7489 baise pairs.,[4],"[1, 9, 2]",1,5,0.2,0.0,0.0,0.0,0.0,0.0,0.0
295,20310709,Crosstalk between dendritic cells (DCs) and innate lymphoid cells (ILCs) is important in the regulation of intestinal homeostasis.,"[2, 4, 5, 6]","[2, 1, 6]",4,1,1.0,1.0,0.25,1.0,0.25,1.0,0.5
298,39381118,Cytochrome c is released from the mitochondrial intermembrane space to cytosol during apoptosis.,[0],"[0, 4, 3]",1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
314,4347374,Deamination of cytidine to uridine on the minus strand of viral DNA results in catastrophic G-to-A mutations in the viral genome.,"[3, 5]","[4, 0, 1]",2,4,0.25,0.0,0.0,0.0,0.0,0.0,0.0
327,17997584,Deletion of αvβ8 does not result in a spontaneous inflammatory phenotype.,[2],"[2, 3, 1]",1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
338,23349986,Dexamethasone decreases risk of postoperative bleeding.,"[10, 11, 12, 15]","[9, 15, 13]",4,2,0.5,0.0,0.0,1.0,0.25,1.0,0.25
343,5884524,Diabetic patients with acute coronary syndrome experience increased short-term and long-term risk for bleeding events.,[5],"[9, 0, 4]",1,9,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0
380,19005293,Enhanced early production of inflammatory chemokines improves viral control in the lung.,[2],"[2, 3, 1]",1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
385,9955779,Epigenetic modulating agents (EMAs) modulate antitumor immune response in a cancer model system.,[4],"[0, 5, 4]",1,3,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,1.0
386,16495649,Errors in peripheral IV drug administration are most common during bolus administration and multiple-step medicine preparations.,"[8, 11]","[8, 0, 9]",2,1,1.0,1.0,0.5,1.0,0.5,1.0,0.5
399,791050,Exposure to fine particulate air pollution is relate to anxiety prevalence.,"[7, 11]","[0, 11, 3]",2,2,0.5,0.0,0.0,1.0,0.5,1.0,0.5
415,6309659,Female carriers of the Apolipoprotein E4 (APOE4) allele have increased risk for dementia.,[12],"[0, 12, 13]",1,2,0.5,0.0,0.0,1.0,1.0,1.0,1.0
431,28937856,FoxO3a activation in neuronal death is mediated by reactive oxygen species (ROS).,[5],"[0, 4, 5]",1,3,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,1.0
436,14637235,Free histones are degraded by a Rad53-dependent mechanism once DNA has been replicated.,"[1, 2]","[1, 2, 4]",2,1,1.0,1.0,0.5,1.0,1.0,1.0,1.0
443,10165258,GATA-3 is important for hematopoietic stem cell (HSC) function.,"[4, 5, 6]","[0, 3, 6]",3,3,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333
452,12804937,Gene expression does not vary appreciably across genetically identical cells.,[0],"[2, 1, 0]",1,3,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,1.0
452,464511,Gene expression does not vary appreciably across genetically identical cells.,[0],"[0, 5, 4]",1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
475,18678095,Glycolysis is one of the primary glycometabolic pathways in cells.,[1],"[1, 7, 5]",1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
501,17930286,Headaches are not correlated with cognitive impairment.,[12],"[12, 15, 0]",1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
513,13230773,High cardiopulmonary fitness causes increased mortality rate.,[11],"[1, 9, 2]",1,4,0.25,0.0,0.0,0.0,0.0,0.0,0.0
516,29564505,High levels of CRP reduces the risk of exacerbations in chronic obstructive pulmonary disease (COPD).,"[8, 13]","[0, 13, 6]",2,2,0.5,0.0,0.0,1.0,0.5,1.0,0.5
521,34873974,High-sensitivity cardiac troponin T (HSCT-T) dosage may not be diagnostic if the onset of symptoms occurs less than 3 hours before acute myocardial injury (AMI).,[14],"[3, 12, 13]",1,6,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
525,13639330,Histone demethylase recruitment and a transient decrease in histone methylation is necessary for ligand-dependent induction of transcription by nuclear receptors.,[2],"[0, 3, 2]",1,3,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,1.0
528,5476778,Human T-lymphotropic virus type-I-associated myelopathy / tropical spastic paraparesis (HAM/TSP) patients produce Immunoglobulin G (IgG) antibodies which cross-react with an immunodominant epitope in Tax.,[10],"[5, 7, 9]",1,4,0.25,0.0,0.0,0.0,0.0,0.0,0.0
532,12991445,Hyperfibrinogenemia decreases rates of femoropopliteal bypass thrombosis.,"[5, 9, 11, 12]","[1, 0, 6]",4,5,0.2,0.0,0.0,0.0,0.0,0.0,0.0
533,12991445,Hyperfibrinogenemia increases rates of femoropopliteal bypass thrombosis.,"[5, 9, 11, 12]","[1, 0, 6]",4,5,0.2,0.0,0.0,0.0,0.0,0.0,0.0
536,16056514,Hypocretin neurones induce panicprone state in rats.,[4],"[3, 2, 4]",1,3,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,1.0
539,13282296,Hypoglycemia increases the risk of dementia.,"[7, 11]","[8, 12, 0]",2,5,0.2,0.0,0.0,0.0,0.0,0.0,0.0
540,11886686,Hypothalamic glutamate neurotransmission is crucial to energy balance.,[5],"[3, 2, 1]",1,7,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0
549,9433958,IRG1 has antiviral effects against neurotropic viruses.,[3],"[3, 4, 1]",1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
569,23460562,"In adult tissue, most T cells are memory T cells.",[4],"[4, 3, 5]",1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
578,8764879,"In mouse models, the loss of CSF1R facilitates MOZ-TIF2-induced leuekmogenesis.","[5, 7, 8]","[7, 3, 4]",3,1,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333
589,10984005,"In young and middle-aged adults, current or remote uses of ADHD medications do not increase the risk of serious cardiovascular events.","[9, 10, 12]","[12, 2, 9]",3,1,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666
593,19675911,Incidence of heart failure decreased by 10% in women since 1979.,[5],"[9, 1, 4]",1,5,0.2,0.0,0.0,0.0,0.0,0.0,0.0
597,12779444,Incidence rates of cervical cancer have decreased.,[0],"[0, 1, 2]",1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
597,36355784,Incidence rates of cervical cancer have decreased.,"[6, 7]","[1, 14, 11]",2,4,0.25,0.0,0.0,0.0,0.0,0.0,0.0
597,25742130,Incidence rates of cervical cancer have decreased.,[6],"[1, 6, 0]",1,2,0.5,0.0,0.0,1.0,1.0,1.0,1.0
598,25742130,Incidence rates of cervical cancer have increased due to nationwide screening programs based primarily on cytology to detect uterine cervical cancer.,"[6, 9]","[1, 0, 6]",2,3,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5
613,9638032,Increased microtubule acetylation repairs LRRK2 Roc-COR domain mutation induced locomotor deficits.,[4],"[3, 4, 2]",1,2,0.5,0.0,0.0,1.0,1.0,1.0,1.0
619,20888849,Increased vessel density along with a reduction in fibrosis decreases the efficacy of chemotherapy treatments.,"[2, 3]","[3, 2, 4]",2,1,1.0,1.0,0.5,1.0,1.0,1.0,1.0
636,24294572,"Inositol lipid 3-phosphatase PTEN converts Ptdlns(3,4)P 2 into phosphatidylinositol 4-phosphate.",[4],"[4, 5, 3]",1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
641,5912283,Insomnia can be effectively treated with cognitive behavioral therapy.,"[7, 9, 10, 12]","[2, 0, 12]",4,3,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.25
674,2095573,LDL cholesterol has no involvement in the development of cardiovascular disease.,[0],"[0, 10, 2]",1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
692,24088502,Leuko-increased blood increases infectious complications in red blood cell transfusion.,"[8, 9, 10]","[10, 2, 5]",3,1,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333
693,24088502,Leuko-reduced blood reduces infectious complications in red blood cell transfusion.,"[8, 9, 10]","[10, 2, 5]",3,1,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333
718,17587795,Low nucleosome occupancy correlates with low methylation levels across species.,[4],"[4, 6, 3]",1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
721,1834762,Lupus-prone mice infected with curliproducing bacteria have higher autoantibody titers compared to controls.,[4],"[4, 3, 0]",1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
723,5531479,Ly49Q directs the organization of neutrophil migration to inflammation sites by regulating membrane raft functions.,"[1, 5]","[5, 6, 2]",2,1,1.0,1.0,0.5,1.0,0.5,1.0,0.5
728,36444198,Ly6C hi monocytes have a lower inflammatory capacity than Ly6C lo monocytes.,"[9, 10]","[11, 0, 6]",2,5,0.2,0.0,0.0,0.0,0.0,0.0,0.0
729,26851674,Lymphadenopathy is observed in knockin mouse lacking the SHP-2 MAPK pathway.,[1],"[0, 1, 4]",1,2,0.5,0.0,0.0,1.0,1.0,1.0,1.0
742,32159283,Macrolides have no protective effect against myocardial infarction.,[8],"[10, 5, 2]",1,5,0.2,0.0,0.0,0.0,0.0,0.0,0.0
743,32159283,Macrolides protect against myocardial infarction.,[8],"[10, 5, 2]",1,8,0.125,0.0,0.0,0.0,0.0,0.0,0.0
744,8460275,Macropinocytosis contributes to a cell's supply of amino acids via the intracellular uptake of protein.,[2],"[2, 6, 0]",1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
756,2831620,Many proteins in human cells can be post-translationally modified at lysine residues via acetylation.,[0],"[2, 0, 3]",1,2,0.5,0.0,0.0,1.0,1.0,1.0,1.0
759,1805641,Mathematical models predict that using Artemisinin-based combination therapy over nongametocytocidal drugs have a dramatic impact in reducing malaria transmission.,[13],"[3, 1, 0]",1,6,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
770,15476777,Metastatic colorectal cancer treated with a single agent fluoropyrimidines resulted in reduced efficacy and lower quality of life when compared with oxaliplatin-based chemotherapy in elderly patients.,[16],"[16, 0, 15]",1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
781,24338780,Mice that lack Interferon-γ or its receptor exhibit high resistance to experimental autoimmune myocarditis.,"[2, 3, 6]","[6, 3, 0]",3,1,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,0.6666666666666666
784,2356950,MicroRNA is involved in the regulation of Neural Stem Cell (NSC) differentiation and proliferation dynamic homeostasis,[3],"[1, 6, 3]",1,3,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,1.0
793,8551160,Mitochondria are uninvolved in apoptosis.,[1],"[4, 0, 1]",1,3,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,1.0
805,22180793,Monoclonal antibody targeting of N-cadherin inhibits metastasis.,"[4, 7]","[7, 3, 6]",2,1,1.0,1.0,0.5,1.0,0.5,1.0,0.5
808,36606083,Most termination events in Okazaki fragments are sequence specific.,[1],"[1, 3, 4]",1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
811,19799455,Mutant mice lacking SVCT2 have greatly increased ascorbic acid levels in both brain and adrenals.,"[4, 8]","[4, 1, 9]",2,1,1.0,1.0,0.5,1.0,0.5,1.0,0.5
823,15319019,N348I mutations cause resistance to zidovudine (AZT).,[14],"[12, 14, 8]",1,2,0.5,0.0,0.0,1.0,1.0,1.0,1.0
832,30303335,NFAT4 activation requires IP3R-mediated Ca2+ mobilization.,"[2, 3, 6, 7]","[3, 6, 2]",4,1,1.0,1.0,0.25,1.0,0.5,1.0,0.75
837,15928989,NR5A2 is important in development of endometrial tissues.,"[7, 8]","[7, 3, 0]",2,1,1.0,1.0,0.5,1.0,0.5,1.0,0.5
839,1469751,Nanoparticles can be targeted against specific cell types by incorporating aptamers into lipid nanoparticles.,"[2, 3]","[1, 3, 0]",2,2,0.5,0.0,0.0,1.0,0.5,1.0,0.5
845,17741440,Neutrophil extracellular traps (NETs) are released by ANCA-stimulated neutrophils.,[1],"[1, 2, 0]",1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
847,16787954,New drugs for tuberculosis often do not penetrate the necrotic portion of a tuberculosis lesion in high concentrations.,[2],"[2, 5, 1]",1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
852,13843341,Non-invasive ventilation use should be decreased if there is inadequate response to conventional treatment.,"[9, 10]","[10, 7, 6]",2,1,1.0,1.0,0.5,1.0,0.5,1.0,0.5
859,1982286,Normal expression of RUNX1 has tumor-promoting effects.,[3],"[5, 3, 4]",1,2,0.5,0.0,0.0,1.0,1.0,1.0,1.0
873,1180972,Obesity is determined solely by environmental factors.,"[3, 4, 6, 7]","[7, 0, 5]",4,1,1.0,1.0,0.25,1.0,0.25,1.0,0.25
873,19307912,Obesity is determined solely by environmental factors.,"[3, 7]","[9, 7, 3]",2,2,0.5,0.0,0.0,1.0,0.5,1.0,1.0
873,27393799,Obesity is determined solely by environmental factors.,[8],"[6, 0, 8]",1,3,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,1.0
873,29025270,Obesity is determined solely by environmental factors.,"[1, 3, 5]","[4, 0, 5]",3,3,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333
873,3315558,Obesity is determined solely by environmental factors.,"[4, 5]","[0, 4, 3]",2,2,0.5,0.0,0.0,1.0,0.5,1.0,0.5
879,8426046,Occupancy of ribosomes by IncRNAs do not make functional peptides.,[3],"[2, 3, 4]",1,2,0.5,0.0,0.0,1.0,1.0,1.0,1.0
880,8426046,Occupancy of ribosomes by IncRNAs mirror 5 0-UTRs,[3],"[3, 2, 4]",1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
882,14803797,Omnivores produce less trimethylamine N-oxide from dietary I-carnitine than vegetarians.,[2],"[1, 0, 2]",1,3,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,1.0
903,10648422,PD-1 triggering on monocytes reduces IL-10 production by monocytes.,"[4, 5]","[5, 4, 1]",2,1,1.0,1.0,0.5,1.0,1.0,1.0,1.0
904,7370282,PDPN promotes efficient motility along stromal surfaces by activating the C-type lectin receptor to rearrange the actin cytoskeleton in dendritic cells.,[6],"[6, 1, 4]",1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
911,11254556,PKG-la plays an essential role in expression of pain hypersensitivity in PGK-la knockout mice.,"[3, 9]","[3, 9, 4]",2,1,1.0,1.0,0.5,1.0,1.0,1.0,1.0
921,1642727,Participating in six months of physical activity improves cognitive functioning.,"[9, 10, 13]","[1, 0, 2]",3,5,0.2,0.0,0.0,0.0,0.0,0.0,0.0
922,17077004,Patients in stable partnerships have a faster progression from HIV to AIDS.,"[7, 9]","[9, 7, 0]",2,1,1.0,1.0,0.5,1.0,1.0,1.0,1.0
936,5483793,Peroxynitrite is required for nitration of TCR/CD8.,[3],"[3, 4, 1]",1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
957,123859,Podocytes are motile and migrate in the presence of injury.,[2],"[0, 2, 3]",1,2,0.5,0.0,0.0,1.0,1.0,1.0,1.0
960,8780599,Polymeal nutrition reduces cardiovascular mortality.,"[6, 8]","[5, 2, 1]",2,4,0.25,0.0,0.0,0.0,0.0,0.0,0.0
967,8997410,Pretreatment with the Arp2/3 inhibitor CK-666 affects lamelliopodia formation.,[2],"[0, 1, 5]",1,4,0.25,0.0,0.0,0.0,0.0,0.0,0.0
971,46695481,Primary cervical cancer screening with HPV detection has higher longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,"[0, 9]","[0, 9, 5]",2,1,1.0,1.0,0.5,1.0,1.0,1.0,1.0
971,27873158,Primary cervical cancer screening with HPV detection has higher longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,"[0, 15, 21]","[0, 1, 21]",3,1,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666
971,28617573,Primary cervical cancer screening with HPV detection has higher longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,[8],"[1, 7, 9]",1,10,0.1,0.0,0.0,0.0,0.0,0.0,0.0
971,9764256,Primary cervical cancer screening with HPV detection has higher longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,[13],"[1, 0, 16]",1,14,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0
982,2988714,Proteins synthesized at the growth cone are ubiquitinated at a higher rate than proteins from the cell body.,[4],"[7, 5, 2]",1,4,0.25,0.0,0.0,0.0,0.0,0.0,0.0
985,6828370,Pseudogene PTENP1 regulates the expression of PTEN by functioning as an miRNA decoy.,[3],"[2, 3, 4]",1,2,0.5,0.0,0.0,1.0,1.0,1.0,1.0
993,16472469,Pyridostatin destabilizes the G - quadruplex in the telomeric region.,[4],"[4, 0, 3]",1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1012,9745001,Radioiodine treatment of non-toxic multinodular goitre reduces thyroid volume.,"[6, 12]","[12, 0, 2]",2,1,1.0,1.0,0.5,1.0,0.5,1.0,0.5
1019,11603066,Rapid phosphotransfer rates govern fidelity in two component systems,[7],"[6, 1, 3]",1,6,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
1020,9433958,Rapid up-regulation and higher basal expression of interferon-induced genes increase survival of granule cell neurons that are infected by West Nile virus.,[3],"[4, 3, 2]",1,2,0.5,0.0,0.0,1.0,1.0,1.0,1.0
1021,9433958,Rapid up-regulation and higher basal expression of interferon-induced genes reduce survival of granule cell neurons that are infected by West Nile virus.,[3],"[4, 3, 2]",1,2,0.5,0.0,0.0,1.0,1.0,1.0,1.0
1024,5373138,Recurrent mutations occur frequently within CTCF anchor sites adjacent to oncogenes.,[4],"[4, 1, 2]",1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
